TestGroup,Test,LowerLimit,UpperLimit,DeltaLimit,TestNumber,Gold1,Gold2,Gold3,Gold4,Gold5,Gold6,Gold7,Gold8,Gold9,Gold10,Gold11,Gold12,Gold13,Gold14,Gold15,Gold16,Gold17,Gold18,Gold19,Gold20,Gold21,Gold22,Gold23,Gold24,Gold25,Gold26,Gold27,Gold28,Gold29,Gold30,Gold31,Gold32,Gold33,Gold34,Gold35,Gold36,Gold37,Gold38,Gold39,Gold40,Gold41
TX5_4G_FDD_Band01_CCA_TX0_MB2_G13b_ACLR,channelPower_E_UTRA_UP,2,8,0.5,10879,-55.22495200000001,-55.693248000000004,-55.451328000000004,-55.86763599999999,-55.321109,-54.889673,-56.565152999999995,-55.730165,-55.680422,-56.02246600000001,-55.631949,-55.78655,-55.943683,-55.430057999999995,-55.397347,-55.229242,-55.569058000000005,-55.269642999999995,-56.952614,-55.624258,-54.326055,-55.607907,-55.506551,-54.36838300000001,-54.17596000000001,-56.736387,-54.793994,-56.55016400000001,-56.833288,-56.520464000000004,-56.22724000000001,-56.696155,-56.412252,-55.91713599999999,-56.31494299999999,-56.02851599999999,-55.952729999999995,-54.513071000000004,-54.385941,-55.046356,-56.727049
TX5_4G_FDD_Band01_CCA_TX0_MB2_G13b_ACLR,channelPower_ACLR1_UP,4,10,0.5,10880,-59.618667,-60.212338,-59.82536,-60.513216000000014,-59.685483999999995,-60.03036099999999,-61.672816999999995,-60.222878,-60.396709,-60.680876999999995,-60.50057800000002,-60.473214999999996,-61.129985999999995,-60.42204399999999,-59.851733,-59.79475400000001,-59.918934,-59.577936,-61.79813099999999,-60.235545999999985,-58.56101799999999,-60.200058999999996,-60.10167,-58.716818,-58.589375,-61.701792,-59.955016,-61.253341999999996,-62.144379,-61.252357,-61.168934,-61.710961,-61.33936200000001,-60.687814,-60.901454,-60.857490999999996,-60.598575999999994,-59.063339,-59.14757000000001,-59.390294999999995,-61.401703
TX5_4G_FDD_Band01_CCA_TX0_MB2_G13b_ACLR,CCA_UP_channelPower,2.52,8.52,0.15,10868,-12.141344,-11.826238,-12.254259000000001,-11.484525000000001,-12.482379000000002,-10.713808,-11.380391999999999,-12.30076,-11.468038,-11.86852,-11.133988999999998,-12.255434,-11.053631,-10.974398,-12.491961,-12.508297,-12.699822999999999,-12.681755,-11.768330000000002,-12.008227000000002,-12.771373999999998,-12.494801999999998,-12.489797,-12.958768000000001,-12.808477000000002,-11.66516,-10.785579,-11.976459,-11.457141000000002,-11.904665000000001,-11.457923,-11.691305,-11.675831,-12.674361000000001,-11.901751,-11.576149000000001,-12.259971000000002,-13.186597,-12.674185,-12.466439999999999,-12.231145999999999
TX5_4G_FDD_Band01_CCA_TX0_MB2_G13b_ACLR,CCA_LOW_channelPower,1.63,7.63,0.15,11212,-12.750590999999998,-12.415287,-12.827005,-12.051645000000002,-13.078823,-11.306258000000001,-11.946212000000001,-12.894182,-12.078306000000001,-12.414304999999999,-11.750515,-12.829388000000003,-11.705780999999998,-11.535690999999998,-13.114069,-13.11694,-13.325623000000002,-13.276623,-12.341764,-12.621622,-13.378540999999998,-13.104346000000001,-13.104982000000001,-13.565878000000001,-13.382358999999997,-12.272717,-11.371589000000004,-12.569534,-12.052040000000002,-12.487031,-12.00991,-12.248803999999998,-12.237507000000003,-13.25876,-12.463137,-12.130587,-12.858096,-13.748690999999999,-13.252865,-13.036772,-12.78471
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,CCA_Total_channelPower,2.85,8.85,0.15,10883,-0.22195543,0.47965568999999997,-0.108796376,0.16204131000000002,-0.895386,0.24008714000000003,-0.11884756299999999,0.17747891,-0.17870527000000003,0.14561976000000001,-0.003921382699999999,0.0021183714999999997,0.28745731,0.1298525,0.00263963479,-0.22661654000000003,0.25586281,0.31179692000000003,-0.10994816399999999,0.41792391999999995,0.13956503,-0.32188167,-0.23989996000000002,0.20002959999999997,-0.43914342,0.6903043299999999,-0.31472891000000003,-0.08916198400000001,-0.045619953000000005,-0.099641205,0.11997168,-0.16163539999999998,0.15274822999999998,-0.51351118,0.16812657,0.06563960700000002,0.12369361899999998,-0.19316643,-0.064400935,0.108789383,-0.18826621999999998
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,channelPower_E_UTRA_LOW,4,10,0.5,10897,-47.649424,-46.003842,-46.15253600000001,-45.71993300000001,-46.275213,-45.045528,-46.907294,-43.734166,-47.290487,-47.64949,-47.016994999999994,-45.620073000000005,-41.157379999999996,-45.505811,-46.0943,-47.17375,-44.506523,-45.74837600000001,-46.082817999999996,-46.41333699999999,-46.765459,-47.045023,-46.50511200000001,-46.652172,-47.357807,-42.392245,-47.24246699999999,-45.965382999999996,-43.689852,-47.159414999999996,-45.877427,-46.461796,-44.868399999999994,-46.066548,-45.75331799999999,-46.80456,-46.36267600000001,-47.15277699999999,-47.40312,-47.430637999999995,-45.637691999999994
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,channelPower_ACLR1_LOW,4,10,0.5,10898,-52.568822,-50.692069000000004,-51.100728000000004,-50.564473,-51.115325,-49.844350000000006,-51.85874299999999,-48.424815,-52.172325,-52.448382,-51.900650000000006,-50.442741999999996,-45.86778,-50.374788,-51.00042500000001,-52.147571000000006,-49.263033,-50.533678,-50.982925,-51.239224000000014,-51.6019,-51.99269,-51.35891,-51.550177000000005,-52.259817999999996,-47.202821,-52.119424,-50.82992,-48.399497000000004,-52.04923,-50.478504,-51.34054999999999,-49.468575,-50.900023999999995,-50.648505,-51.63207100000001,-51.137703,-52.120985,-52.268038000000004,-52.26783399999999,-50.516006
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,channelPower_E_UTRA_UP,4,10,0.5,10901,-46.304781,-45.563839,-46.62646599999999,-46.43118199999999,-45.683282,-46.443822999999995,-46.693261,-45.92129499999999,-46.139584000000006,-46.14969000000001,-46.394464,-46.299566999999996,-44.395343000000004,-46.5218,-46.713709,-46.676002,-46.000261,-45.998778,-46.90669899999999,-46.036364,-46.359271,-46.918805000000006,-46.691759000000005,-46.211735000000004,-46.176198,-44.57099100000001,-46.620513,-46.777544999999996,-46.15260099999999,-46.63640199999999,-46.162951,-46.81300600000001,-46.23727699999999,-46.81230000000001,-46.332081,-46.322686,-46.39920099999999,-46.671023,-46.59512099999999,-46.37845900000001,-46.724678
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,channelPower_ACLR1_UP,4,10,0.5,10902,-51.150973,-50.628886,-51.534758999999994,-51.43631700000001,-50.415713000000004,-51.55925699999999,-51.750707,-50.814601999999994,-51.102592,-51.241941999999995,-51.463202,-51.407155,-49.089523,-51.462126,-51.77512899999999,-51.68460600000001,-51.04007,-51.162368,-51.916481,-51.248933,-51.464172,-52.008016,-51.66595600000001,-51.234041000000005,-51.084692000000004,-49.62924700000001,-51.620990000000006,-51.75679,-51.02555400000001,-51.701879999999996,-51.168165,-51.766561,-51.24763300000001,-51.70237000000001,-51.510198,-51.34846699999999,-51.562675999999996,-51.691320000000005,-51.649022,-51.473184,-51.783867
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,CCA_UP_channelPower,3.21,9.21,0.15,10890,-3.0036285,-2.3126632000000003,-2.9045017000000004,-2.6337442,-3.6700983000000003,-2.5345775999999995,-2.9031204,-2.6099647999999993,-2.9607082,-2.6513011,-2.7723607,-2.7817488,-2.4723230999999997,-2.6697508,-2.7773499,-3.0098086000000004,-2.5072932999999997,-2.4681015000000004,-2.8888919999999993,-2.3646781000000003,-2.6377783,-3.1105348999999998,-3.0256865,-2.5914568000000004,-3.2221877999999995,-2.0869464,-3.1018568,-2.8644816,-2.8319874999999994,-2.8895444,-2.674236,-2.9496486,-2.6332908,-3.2951982,-2.6203505,-2.7240437999999996,-2.6654527999999997,-2.9788718000000003,-2.854273,-2.6925683000000005,-2.9739162000000006
TX5_4G_FDD_Band01_CCA_TX0_MB3_G7DPD_ACLR,CCA_LOW_channelPower,2.21,8.21,0.15,11213,-3.6799146,-2.9683743,-3.5536779000000003,-3.282766,-4.3598628,-3.224434,-3.5743774999999998,-3.275092,-3.6363558999999994,-3.2981328,-3.4742889999999997,-3.4537905,-3.191069,-3.3114106,-3.4568942,-3.6831557999999993,-3.2194792999999997,-3.1478219000000003,-3.5704604000000004,-3.0391669,-3.3224457000000003,-3.7733254,-3.6940169000000003,-3.2487750000000006,-3.8958206000000004,-2.771793,-3.7675947,-3.5530692999999998,-3.4991947000000003,-3.5499201,-3.3263016,-3.6136753999999995,-3.3011331,-3.9714571999999997,-3.2834813000000005,-3.3848439,-3.3272904,-3.6473591999999995,-3.514708700000001,-3.3308473999999997,-3.6425108
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower,2.64,8.64,0.15,10906,-4.907534500000001,-4.4139107,-4.8525677,-4.5782452,-5.5861393999999995,-4.538781299999999,-4.9170164,-4.6934823,-4.7391515,-4.663077400000001,-4.7465929000000004,-4.8153961999999995,-4.6544044,-4.626755,-4.737120099999999,-5.0410694,-4.5136105,-4.4554223,-4.9170444,-4.305344799999999,-4.664083199999999,-5.0492059,-4.973605699999999,-4.561022100000001,-5.1436288999999995,-4.182820600000001,-5.004554400000001,-4.9298709,-4.898700900000001,-4.771581100000001,-4.615308099999999,-4.997706800000001,-4.6742448,-5.2395038000000005,-4.5375736,-4.6764935,-4.6120023,-4.974191599999999,-4.745989799999999,-4.6751301,-4.9738005
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower_E_UTRA_LOW,4,10,0.5,10913,-53.92261299999999,-51.82318999999999,-50.741676,-49.957648999999996,-53.388665,-51.433457,-52.65021700000001,-50.44127699999999,-51.88488099999999,-52.893755,-52.485251000000005,-50.78348,-47.404128,-51.40991499999999,-50.618563,-52.844389,-51.419173,-51.028115,-51.875603999999996,-51.10086899999999,-52.674172,-50.830715000000005,-50.451034,-51.668043999999995,-53.103786,-49.824989,-52.610307999999996,-50.77154,-48.553138000000004,-51.108462,-50.121842,-51.36871699999999,-50.630596,-51.103753,-50.08505100000001,-51.794601,-51.801753999999995,-51.995804,-52.19285900000001,-52.387173000000004,-50.77053600000001
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower_ACLR1_LOW,4,10,0.5,10914,-61.624551,-59.32580299999999,-58.574768000000006,-57.712753,-61.20436099999999,-59.325101999999994,-60.438969,-58.15243600000001,-59.669484999999995,-60.359916999999996,-60.307959000000004,-58.506862999999996,-55.0971,-59.19188799999999,-58.50120999999999,-60.613141000000006,-59.17698299999999,-58.746509,-59.58598599999999,-58.86722199999999,-60.36066100000001,-58.616652,-58.214743,-59.32166299999999,-60.87087799999999,-57.635743000000005,-60.305645000000005,-58.49279700000001,-56.319903,-58.964008,-57.845310999999995,-59.163515000000004,-58.399761,-58.887465000000006,-57.932263,-59.410339,-59.622237999999996,-59.77619299999999,-59.821046,-60.06180599999999,-58.602815
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower_E_UTRA_UP,4,10,0.5,10917,-53.826719000000004,-52.444238000000006,-52.96767500000001,-52.459726,-53.962617,-53.202931000000014,-53.580007,-52.823133999999996,-53.301414,-53.068357000000006,-53.455578,-52.819247000000004,-50.579994,-53.170795,-52.84055099999999,-53.740179,-52.976490999999996,-52.49656400000001,-53.561797999999996,-52.552144999999996,-53.252644,-52.955709,-52.787698,-52.786481,-53.863783999999995,-52.179959,-53.65700400000001,-52.95962199999999,-51.69416699999999,-52.82808500000001,-52.199870999999995,-53.191421000000005,-52.718214,-53.245332,-52.472407999999994,-53.04783900000001,-53.095749,-53.33780800000001,-53.439668999999995,-53.304552,-52.978461
TX5_4G_TDD_Band39_TX0_MB3_G9_ACLR,channelPower_ACLR1_UP,4,10,0.5,10918,-60.56293199999999,-58.809352000000004,-59.351782,-58.59234899999999,-60.36606600000001,-59.558989999999994,-60.118709,-59.110243000000004,-59.76467699999999,-59.437278000000006,-59.89167,-59.224658999999996,-56.21746599999999,-59.38704700000001,-59.06025800000001,-60.221301,-59.09041099999998,-58.980270999999995,-59.932511,-58.975173999999996,-59.724385999999996,-59.297438,-59.082145000000004,-59.398892000000004,-60.319839,-58.332992000000004,-60.00086399999999,-59.246956,-57.55481299999999,-59.208130000000004,-58.272043,-59.442413,-58.869823,-59.371812,-58.748002,-59.617081,-59.587506,-59.913963,-60.031121,-59.814328,-59.161366
TX3_4G_FDD_Band07,G0D1_RF,1.64,7.64,0.15,10602,9.570437700000001,9.086725699999999,8.951280800000001,9.3138029,9.0894309,9.1031774,9.024739700000001,9.252709500000002,9.469059,9.1635478,9.5071141,9.2005364,9.060359299999998,9.335860199999999,9.201775700000002,9.006325899999998,9.1374089,9.089738800000001,9.1585608,9.4834373,9.287065299999998,8.8158409,9.0148081,8.9867616,9.334994,9.0800816,9.0866034,9.1257068,9.156065799999999,8.963111000000001,9.126110500000001,9.068514700000001,9.0622516,8.9119991,9.233444,9.2663509,9.270583499999999,8.8625641,9.1781401,8.8506418,8.931772599999999
TX3_4G_FDD_Band07,G0D1_IQ,,,,10736,12.464860999999999,12.569364000000002,12.657417,12.951575,11.992289999999999,11.881419,12.165294,12.676971,11.680991,12.378334,12.184043,12.180610999999999,11.891107999999997,12.851365999999999,12.500448,12.397295,11.658913,11.945923000000002,12.191712000000003,12.534946999999999,12.47729,11.921837,12.103626,12.411758,12.227186,11.981618999999998,11.401495,11.868519,12.381845000000002,11.555205,12.532313,12.090815999999998,12.075478,11.701476,11.947677,12.245962,12.507698999999999,12.031694000000002,11.969596999999998,12.209629,12.120484
TX3_4G_FDD_Band07,G5D1_IQ,,,,10737,9.8147587,9.848139,9.8231357,10.609709,8.801709,9.2838018,9.114641199999998,10.092511,8.8779922,9.3777994,9.781355000000001,9.374199100000002,9.4542389,10.274312,9.882899499999997,9.7458219,9.151395400000002,9.4079122,9.704989600000001,9.744095300000001,9.8126926,9.249792499999998,9.0925031,9.336325599999999,9.4760501,9.5103341,8.771845699999998,8.9986868,9.978670300000001,9.008932000000001,9.294536299999999,9.248099900000001,9.4436707,8.969921099999999,9.0029423,9.4484096,9.9558387,9.3659855,9.0497543,8.8809261,9.199358900000002
TX5_4G_FDD_Band07_TX0_HB1_G8_ACLR,channelPower,1.38,7.38,0.15,10922,1.9326351,1.3523243999999999,1.2497329000000001,1.6223383999999998,1.3884196000000002,1.3786813999999998,1.3343877,1.5989526,1.876575,1.4690698000000002,1.8981745000000003,1.5078282,1.338264,1.7079049999999998,1.5028489000000003,1.2776093999999998,1.4198704,1.3737425,1.4614761,1.8943352,1.5840163,1.0805314,1.3127143000000001,1.2704754,1.7063741999999997,1.3701591,1.4329079999999998,1.4402589000000001,1.5169041,1.3007758999999999,1.4815196000000002,1.3862092000000001,1.3854088999999998,1.232053,1.6346773000000003,1.6409533999999997,1.6212611,1.1384126,1.5314922000000002,1.1156951,1.2556014000000002
TX5_4G_FDD_Band07_TX0_HB1_G8_ACLR,channelPower_E_UTRA_LOW,4,10,0.5,10929,-43.12798500000001,-43.865016999999995,-44.126027,-43.537404,-44.006941,-44.045986,-44.062338000000004,-43.519256,-43.408321,-43.865864,-43.11568,-43.934864000000005,-44.026064000000005,-43.273630000000004,-43.567056,-44.33433000000001,-43.821087999999996,-43.967631,-43.925125,-43.366192,-43.65773,-44.585840000000005,-44.11891999999999,-44.233543999999995,-43.608777,-44.248568,-44.281833999999996,-44.029905,-43.71942,-44.554476,-43.886842,-44.13935300000001,-44.055781,-44.345185,-44.097722999999995,-44.043951,-43.487084,-44.622048,-44.13134899999999,-44.457188,-44.061657000000004
TX5_4G_FDD_Band07_TX0_HB1_G8_ACLR,channelPower_ACLR1_LOW,4,10,0.5,10930,-45.891636999999996,-46.616544999999995,-46.898233000000005,-46.284408000000006,-46.777167000000006,-46.793581,-46.815183000000005,-46.276793,-46.173827,-46.631097,-45.860231999999996,-46.70288699999999,-46.802317,-46.039175,-46.334042,-47.108753,-46.57412600000001,-46.720727,-46.667457000000006,-46.12536,-46.414483000000004,-47.34094399999999,-46.884781,-46.99261299999999,-46.363851999999994,-47.036048,-47.047287,-46.774612,-46.477959000000006,-47.293181000000004,-46.63773200000001,-46.922067999999996,-46.812694,-47.104141,-46.883827,-46.839684,-46.26186800000001,-47.390692,-46.895662,-47.208968,-46.828582999999995
TX5_4G_FDD_Band07_TX0_HB1_G8_ACLR,channelPower_E_UTRA_UP,4,10,0.5,10933,-42.286693,-42.903929,-43.183949999999996,-42.697467,-43.105752,-43.190787,-43.140659,-42.677555999999996,-42.526632,-42.963583,-42.22431,-43.000166,-43.13710199999999,-42.446309,-42.654185,-43.405331,-42.943386999999994,-43.052583000000006,-43.014666000000005,-42.459106,-42.754633,-43.573736999999994,-43.17875500000001,-43.289127,-42.723133000000004,-43.345168,-43.34156900000001,-43.119876999999995,-42.86428600000001,-43.579475,-42.921122,-43.202958,-43.13223999999999,-43.38147300000001,-43.194891,-43.14421000000001,-42.571310999999994,-43.655429000000005,-43.253641,-43.511796000000004,-43.119547000000004
TX5_4G_FDD_Band07_TX0_HB1_G8_ACLR,channelPower_ACLR1_UP,4,10,0.5,10934,-44.96901999999999,-45.58303,-45.866565,-45.38997,-45.776202,-45.869784,-45.799143,-45.348349999999996,-45.206877,-45.642749,-44.91703400000001,-45.68193,-45.799339,-45.136003,-45.326814,-46.10293599999999,-45.62432199999999,-45.717143,-45.669715999999994,-45.151196000000006,-45.424527,-46.25353299999999,-45.85640099999999,-45.975413,-45.408196000000004,-46.035627999999996,-46.039551,-45.775703,-45.549034999999996,-46.279878000000004,-45.602248,-45.891502,-45.794498999999995,-46.057,-45.884080000000004,-45.822293,-45.258748,-46.313097,-45.932666999999995,-46.178404,-45.795936
TX5_4G_FDD_Band07_TX0_HB2_G13b_ACLR,channelPower,2.04,8.04,0.15,10937,-7.370274200000002,-7.9943622,-7.1719445,-7.780991599999998,-7.513720600000001,-7.012843899999998,-7.7610236,-7.8053495,-7.6626296,-7.807017499999999,-7.5178393,-7.4522289,-7.0888276,-7.600074099999999,-7.7199822,-7.566953600000001,-7.759273,-7.209741199999999,-7.8317733,-7.3582944,-7.047938499999999,-7.569417199999999,-7.610781899999999,-7.7623542,-7.715442800000001,-6.9567543999999994,-7.590285200000001,-7.9047934,-7.6266883,-7.540657,-8.2653053,-7.592729,-7.0874908,-7.1098203,-7.3634118,-8.237768299999999,-7.038982299999999,-8.054360699999998,-7.951910699999999,-7.0342269,-7.840858
